sample_id,stem,city,sar_path,opt_path,lab_path,split
299,WuHan_03_01_10_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_06_SAR_299.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_06_Optical_299.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_06_Label_299.tif,train
300,WuHan_03_01_10_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_07_SAR_300.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_07_Optical_300.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_07_Label_300.tif,train
301,WuHan_03_01_10_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_08_SAR_301.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_08_Optical_301.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_08_Label_301.tif,train
302,WuHan_03_01_10_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_01_10_09_SAR_302.tif,dl\data\extracted\OPT_1024\WuHan_03_01_10_09_Optical_302.tif,dl\data\extracted\LAB_1024\WuHan_03_01_10_09_Label_302.tif,train
303,WuHan_03_02_01_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_01_SAR_303.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_01_Optical_303.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_01_Label_303.tif,train
304,WuHan_03_02_01_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_02_SAR_304.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_02_Optical_304.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_02_Label_304.tif,train
305,WuHan_03_02_01_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_03_SAR_305.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_03_Optical_305.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_03_Label_305.tif,train
306,WuHan_03_02_01_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_04_SAR_306.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_04_Optical_306.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_04_Label_306.tif,train
307,WuHan_03_02_01_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_05_SAR_307.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_05_Optical_307.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_05_Label_307.tif,train
308,WuHan_03_02_01_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_06_SAR_308.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_06_Optical_308.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_06_Label_308.tif,train
309,WuHan_03_02_01_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_07_SAR_309.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_07_Optical_309.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_07_Label_309.tif,train
310,WuHan_03_02_01_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_08_SAR_310.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_08_Optical_310.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_08_Label_310.tif,train
311,WuHan_03_02_01_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_09_SAR_311.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_09_Optical_311.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_09_Label_311.tif,train
312,WuHan_03_02_01_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_01_10_SAR_312.tif,dl\data\extracted\OPT_1024\WuHan_03_02_01_10_Optical_312.tif,dl\data\extracted\LAB_1024\WuHan_03_02_01_10_Label_312.tif,train
313,WuHan_03_02_02_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_01_SAR_313.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_01_Optical_313.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_01_Label_313.tif,train
314,WuHan_03_02_02_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_02_SAR_314.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_02_Optical_314.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_02_Label_314.tif,train
315,WuHan_03_02_02_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_03_SAR_315.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_03_Optical_315.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_03_Label_315.tif,train
316,WuHan_03_02_02_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_04_SAR_316.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_04_Optical_316.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_04_Label_316.tif,train
317,WuHan_03_02_02_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_05_SAR_317.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_05_Optical_317.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_05_Label_317.tif,train
318,WuHan_03_02_02_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_06_SAR_318.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_06_Optical_318.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_06_Label_318.tif,train
319,WuHan_03_02_02_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_07_SAR_319.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_07_Optical_319.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_07_Label_319.tif,train
320,WuHan_03_02_02_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_08_SAR_320.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_08_Optical_320.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_08_Label_320.tif,train
321,WuHan_03_02_02_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_09_SAR_321.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_09_Optical_321.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_09_Label_321.tif,train
322,WuHan_03_02_02_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_02_10_SAR_322.tif,dl\data\extracted\OPT_1024\WuHan_03_02_02_10_Optical_322.tif,dl\data\extracted\LAB_1024\WuHan_03_02_02_10_Label_322.tif,train
323,WuHan_03_02_03_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_01_SAR_323.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_01_Optical_323.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_01_Label_323.tif,train
324,WuHan_03_02_03_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_02_SAR_324.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_02_Optical_324.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_02_Label_324.tif,train
325,WuHan_03_02_03_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_03_SAR_325.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_03_Optical_325.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_03_Label_325.tif,train
326,WuHan_03_02_03_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_04_SAR_326.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_04_Optical_326.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_04_Label_326.tif,train
327,WuHan_03_02_03_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_05_SAR_327.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_05_Optical_327.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_05_Label_327.tif,train
328,WuHan_03_02_03_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_06_SAR_328.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_06_Optical_328.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_06_Label_328.tif,train
329,WuHan_03_02_03_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_07_SAR_329.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_07_Optical_329.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_07_Label_329.tif,train
330,WuHan_03_02_03_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_08_SAR_330.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_08_Optical_330.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_08_Label_330.tif,train
331,WuHan_03_02_03_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_09_SAR_331.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_09_Optical_331.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_09_Label_331.tif,train
332,WuHan_03_02_03_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_03_10_SAR_332.tif,dl\data\extracted\OPT_1024\WuHan_03_02_03_10_Optical_332.tif,dl\data\extracted\LAB_1024\WuHan_03_02_03_10_Label_332.tif,train
333,WuHan_03_02_04_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_01_SAR_333.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_01_Optical_333.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_01_Label_333.tif,train
334,WuHan_03_02_04_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_02_SAR_334.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_02_Optical_334.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_02_Label_334.tif,train
335,WuHan_03_02_04_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_03_SAR_335.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_03_Optical_335.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_03_Label_335.tif,train
336,WuHan_03_02_04_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_04_SAR_336.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_04_Optical_336.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_04_Label_336.tif,train
337,WuHan_03_02_04_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_05_SAR_337.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_05_Optical_337.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_05_Label_337.tif,train
338,WuHan_03_02_04_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_06_SAR_338.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_06_Optical_338.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_06_Label_338.tif,train
339,WuHan_03_02_04_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_07_SAR_339.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_07_Optical_339.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_07_Label_339.tif,train
340,WuHan_03_02_04_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_08_SAR_340.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_08_Optical_340.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_08_Label_340.tif,train
341,WuHan_03_02_04_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_09_SAR_341.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_09_Optical_341.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_09_Label_341.tif,train
342,WuHan_03_02_04_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_04_10_SAR_342.tif,dl\data\extracted\OPT_1024\WuHan_03_02_04_10_Optical_342.tif,dl\data\extracted\LAB_1024\WuHan_03_02_04_10_Label_342.tif,train
343,WuHan_03_02_05_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_01_SAR_343.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_01_Optical_343.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_01_Label_343.tif,train
344,WuHan_03_02_05_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_02_SAR_344.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_02_Optical_344.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_02_Label_344.tif,train
345,WuHan_03_02_05_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_03_SAR_345.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_03_Optical_345.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_03_Label_345.tif,train
346,WuHan_03_02_05_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_04_SAR_346.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_04_Optical_346.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_04_Label_346.tif,train
347,WuHan_03_02_05_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_05_SAR_347.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_05_Optical_347.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_05_Label_347.tif,train
348,WuHan_03_02_05_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_06_SAR_348.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_06_Optical_348.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_06_Label_348.tif,train
349,WuHan_03_02_05_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_07_SAR_349.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_07_Optical_349.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_07_Label_349.tif,train
350,WuHan_03_02_05_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_08_SAR_350.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_08_Optical_350.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_08_Label_350.tif,train
351,WuHan_03_02_05_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_09_SAR_351.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_09_Optical_351.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_09_Label_351.tif,train
352,WuHan_03_02_05_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_05_10_SAR_352.tif,dl\data\extracted\OPT_1024\WuHan_03_02_05_10_Optical_352.tif,dl\data\extracted\LAB_1024\WuHan_03_02_05_10_Label_352.tif,train
353,WuHan_03_02_06_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_01_SAR_353.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_01_Optical_353.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_01_Label_353.tif,train
354,WuHan_03_02_06_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_02_SAR_354.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_02_Optical_354.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_02_Label_354.tif,train
355,WuHan_03_02_06_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_03_SAR_355.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_03_Optical_355.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_03_Label_355.tif,train
356,WuHan_03_02_06_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_04_SAR_356.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_04_Optical_356.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_04_Label_356.tif,train
357,WuHan_03_02_06_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_05_SAR_357.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_05_Optical_357.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_05_Label_357.tif,train
358,WuHan_03_02_06_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_06_SAR_358.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_06_Optical_358.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_06_Label_358.tif,train
359,WuHan_03_02_06_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_07_SAR_359.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_07_Optical_359.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_07_Label_359.tif,train
360,WuHan_03_02_06_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_08_SAR_360.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_08_Optical_360.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_08_Label_360.tif,train
361,WuHan_03_02_06_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_09_SAR_361.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_09_Optical_361.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_09_Label_361.tif,train
362,WuHan_03_02_06_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_06_10_SAR_362.tif,dl\data\extracted\OPT_1024\WuHan_03_02_06_10_Optical_362.tif,dl\data\extracted\LAB_1024\WuHan_03_02_06_10_Label_362.tif,train
363,WuHan_03_02_07_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_01_SAR_363.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_01_Optical_363.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_01_Label_363.tif,train
364,WuHan_03_02_07_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_02_SAR_364.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_02_Optical_364.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_02_Label_364.tif,train
365,WuHan_03_02_07_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_03_SAR_365.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_03_Optical_365.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_03_Label_365.tif,train
366,WuHan_03_02_07_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_04_SAR_366.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_04_Optical_366.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_04_Label_366.tif,train
367,WuHan_03_02_07_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_05_SAR_367.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_05_Optical_367.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_05_Label_367.tif,train
368,WuHan_03_02_07_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_06_SAR_368.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_06_Optical_368.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_06_Label_368.tif,train
369,WuHan_03_02_07_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_07_SAR_369.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_07_Optical_369.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_07_Label_369.tif,train
370,WuHan_03_02_07_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_08_SAR_370.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_08_Optical_370.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_08_Label_370.tif,train
371,WuHan_03_02_07_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_09_SAR_371.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_09_Optical_371.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_09_Label_371.tif,train
372,WuHan_03_02_07_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_07_10_SAR_372.tif,dl\data\extracted\OPT_1024\WuHan_03_02_07_10_Optical_372.tif,dl\data\extracted\LAB_1024\WuHan_03_02_07_10_Label_372.tif,train
373,WuHan_03_02_08_01,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_01_SAR_373.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_01_Optical_373.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_01_Label_373.tif,train
374,WuHan_03_02_08_02,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_02_SAR_374.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_02_Optical_374.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_02_Label_374.tif,train
375,WuHan_03_02_08_03,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_03_SAR_375.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_03_Optical_375.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_03_Label_375.tif,train
376,WuHan_03_02_08_04,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_04_SAR_376.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_04_Optical_376.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_04_Label_376.tif,train
377,WuHan_03_02_08_05,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_05_SAR_377.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_05_Optical_377.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_05_Label_377.tif,train
378,WuHan_03_02_08_06,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_06_SAR_378.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_06_Optical_378.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_06_Label_378.tif,train
379,WuHan_03_02_08_07,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_07_SAR_379.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_07_Optical_379.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_07_Label_379.tif,train
380,WuHan_03_02_08_08,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_08_SAR_380.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_08_Optical_380.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_08_Label_380.tif,train
381,WuHan_03_02_08_09,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_09_SAR_381.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_09_Optical_381.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_09_Label_381.tif,train
382,WuHan_03_02_08_10,WuHan,dl\data\extracted\SAR_1024\WuHan_03_02_08_10_SAR_382.tif,dl\data\extracted\OPT_1024\WuHan_03_02_08_10_Optical_382.tif,dl\data\extracted\LAB_1024\WuHan_03_02_08_10_Label_382.tif,train
383,TaiZhou_04_01_01_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_01_SAR_383.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_01_Optical_383.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_01_Label_383.tif,train
384,TaiZhou_04_01_01_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_02_SAR_384.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_02_Optical_384.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_02_Label_384.tif,train
385,TaiZhou_04_01_01_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_03_SAR_385.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_03_Optical_385.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_03_Label_385.tif,train
386,TaiZhou_04_01_01_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_04_SAR_386.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_04_Optical_386.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_04_Label_386.tif,train
387,TaiZhou_04_01_01_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_05_SAR_387.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_05_Optical_387.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_05_Label_387.tif,train
388,TaiZhou_04_01_01_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_01_06_SAR_388.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_01_06_Optical_388.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_01_06_Label_388.tif,train
389,TaiZhou_04_01_02_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_01_SAR_389.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_01_Optical_389.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_01_Label_389.tif,train
390,TaiZhou_04_01_02_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_02_SAR_390.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_02_Optical_390.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_02_Label_390.tif,train
391,TaiZhou_04_01_02_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_03_SAR_391.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_03_Optical_391.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_03_Label_391.tif,train
392,TaiZhou_04_01_02_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_04_SAR_392.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_04_Optical_392.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_04_Label_392.tif,train
393,TaiZhou_04_01_02_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_05_SAR_393.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_05_Optical_393.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_05_Label_393.tif,train
394,TaiZhou_04_01_02_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_02_06_SAR_394.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_02_06_Optical_394.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_02_06_Label_394.tif,train
395,TaiZhou_04_01_03_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_01_SAR_395.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_01_Optical_395.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_01_Label_395.tif,train
396,TaiZhou_04_01_03_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_02_SAR_396.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_02_Optical_396.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_02_Label_396.tif,train
397,TaiZhou_04_01_03_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_03_SAR_397.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_03_Optical_397.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_03_Label_397.tif,train
398,TaiZhou_04_01_03_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_04_SAR_398.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_04_Optical_398.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_04_Label_398.tif,train
399,TaiZhou_04_01_03_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_05_SAR_399.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_05_Optical_399.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_05_Label_399.tif,train
400,TaiZhou_04_01_03_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_03_06_SAR_400.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_03_06_Optical_400.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_03_06_Label_400.tif,train
